4,"Simone Malacarne"," Simone Malacarne (born 23 February 1989) is an Italian footballer who plays for Treviso."
11,"Pleodorina"," Pleodorina is a genus of colonial green algae specifically of the Volvocaceae. Description by Gilbert M. Smith (1920 pp 96-97).Pleodorina Shaw 1894:Colonies always motile; spherical to sub-spherical with 32-128 cells lying some distance from one another just within the periphery of the homogeneous hyaline gelatinous colonial envelope and not connected by cytoplasmic strands."
9,"Ruda Lubieniecka"," Ruda Lubieniecka [ˈruda lubjɛˈɲɛt͡ska] is a village in the administrative district of Gmina Chodecz within Włocławek County Kuyavian-Pomeranian Voivodeship in north-central Poland. It lies approximately 2 kilometres (1 mi) north-west of Chodecz 26 km (16 mi) south of Włocławek and 74 km (46 mi) south of Toruń.The village has a population of 121."
13,"Power Over Men"," Power Over Men is a 1929 British silent mystery film directed by George Banfield and starring Isabel Jeans Jameson Thomas and Wyndham Standing. It was made at Walthamstow Studios in London."
13,"Looking for Mr. Goodbar (film)"," Looking for Mr. Goodbar is a 1977 American erotic drama film written for the screen and directed by Richard Brooks starring Diane Keaton Tuesday Weld and Richard Gere and featuring Richard Kiley and Tom Berenger. The film is based on Judith Rossner's novel of the same name which was in turn based on the real-life murder of New York City schoolteacher Roseann Quinn."
3,"Mary Louisa Molesworth"," Mary Louisa Molesworth née Stewart (29 May 1839 – 20 January 1921) was an English writer of children's stories who wrote for children under the name of Mrs Molesworth. Her first novels for adult readers Lover and Husband (1869) to Cicely (1874) appeared under the pseudonym of Ennis Graham. Her name occasionally appears in print as M. L. S. Molesworth."
4,"Anne Kirk"," Anne Kirk (born 6 April 1951) is a Scottish female darts player. She is nicknamed Captain Kirk.Kirk won the 2001 Women's World Masters beating American Marylin Popp in the final."
5,"Richard Ieyoub"," Richard Phillip Ieyoub Sr. (born August 11 1944) is a Baton Rouge lawyer and a Democratic politician who was the attorney general of Louisiana from 1992 to 2004. Ieyoub was the Calcasieu Parish district attorney in Lake Charles from 1984 to 1992 and is now with the Baton Rouge firm Couhig Partners. Allied with his party's liberal wing Ieyoub finished in third place in the nonpartisan blanket primary for the U.S. Senate in 1996 and for the Louisiana governorship in 2003."
10,"Ansonia latirostra"," Ansonia latirostra is a species of toad in the Bufonidae family. It is endemic to Malaysia."
12,"The Rest Is History"," The Rest Is History is Jin's debut album. It was released on October 19 2004."
1,"Proctor Silex"," Proctor Silex Co. was created in 1960 with the merger of Proctor Electric and Silex Corporation. In 1990 Proctor Silex merged with Hamilton Beach.The company makes electrical household appliances and is probably best known for its toasters."
13,"Tjoet Nja' Dhien"," Tjoet Nja' Dhien (pronounced [ˈtʃʊt ˈɲaʔ diˈɛn]) is a 1988 Indonesian film directed by Eros Djarot and starring Piet Burnama Christine Hakim Rudy Wowor and Slamet Rahardjo. Based on the life's story of female Acehnese guerrilla leader Cut Nyak Dhien it focuses on the six-year period between her second husband Teuku Umar's death and her capture by the Dutch colonial army."
9,"Galu Salar"," Galu Salar (Persian: گلوسالار‎ also Romanized as Galū Sālār and Golūsālār; also known as Gulu Sālār and Kalū Sālār) is a village in Khenaman Rural District in the Central District of Rafsanjan County Kerman Province Iran. At the 2006 census its population was 131 in 46 families."
4,"Lars Schlichting"," This article is about the athlete. For the alumnus of the TV show The Real World: London see that article.Lars Schlichting (born September 14 1982 in Germany) is a German midfielder who played for 7 years for Ethnikos Achnas. His former teams are Ergotelis AO Tymbaki and Eichholzer SV."
6,"Jodel D18"," The Jodel D18 is a French ultralight aircraft designed and produced by Jodel."
12,"Beautiful (Jessica Mauboy album)"," Beautiful is the third studio album by Australian recording artist Jessica Mauboy released on 4 October 2013 by Sony Music Australia. It spawned four singles To the End of the Earth Pop a Bottle (Fill Me Up) Beautiful and Never Be the Same. Beautiful debuted at number three on the ARIA Albums Chart becoming Mauboy's highest-charting album to date. It was certified Gold by the Australian Recording Industry Association for shipments of 35000 copies."
10,"Macrosoma albimacula"," Macrosoma albimacula is moth-like butterfly described by William Warren in 1900. It belongs to the Hedylidae family."
1,"Poompuhar Shipping Corporation"," Poompuhar Shipping Corporation Limited (Tamil: பூம்புகார் கப்பல் போக்குவரத்துக் கழகம்) is a state-government undertaking of Government of Tamil Nadu located in the Indian state of Tamil Nadu. This corporation runs ships to ferry the coal to the thermal power stations operated by TANGEDCO and it also runs boats in tourist town of Kanyakumari."
12,"Ethnic Stew and Brew"," Ethnic Stew and Brew is the fifth album by American jazz trumpeter Roy Campbell the third by Pyramid Trio which also included bassist William Parker and new member Hamid Drake replacing former drummer Zen Matsuura. The album was recorded in 2000 and released on the Delmark label."
12,"The Love Songs (Clint Black album)"," The Love Songs is a 2007 (see 2007 in music) album by country singer Clint Black. It consists of newly recorded versions of many of his love songs along with a cover version of Jim Croce's I'll Have to Say I Love You in a Song.According to Black many of the songs remain true to the original version while a few get a slight update. I wanted to do a record that's not just a reissue of hits Black said."
2,"University of World Economy and Diplomacy"," The University of World Economy and Diplomacy is located in Tashkent the capital of Uzbekistan. It was founded in 1992 by the decree of the President Karimov to train future leaders of the country.The University of World Economy and Diplomacy is a public institution which provides education that serves the interests of foreign policy of Uzbekistan and contributes to the development of society and the individual.The president of the University of World Economy and Diplomacy is Nodir Djumayev."
11,"Heliconia stricta"," Heliconia stricta is a plant species native to Brazil Colombia Venezuela Ecuador Peru Bolivia Guyana Suriname reproducing by seeds and by underground rhizomes. It is reportedly naturalized in Cuba and Puerto Rico and cultivated as an ornamental in many other warm regions.Some common cultivated varieties are:BuckyDwarf JamaicanFire BirdIris BannochieOliveira's SharoniiTagami↑ ↑ ↑ ↑ ↑ ↑ ↑"
4,"Slavčo Georgievski"," Slavčo Georgievski (Macedonian: Славчо Георгиевски; born 30 March 1980 in Skopje SR Macedonia SFRY) is a footballer from Macedonia currently playing for Inter Baku as a midfielder."
12,"Club Nocturne"," Club Nocturne (1998) is the 13th studio album (14th overall) from the jazz group Yellowjackets and their sixth and final release for the Warner Bros. label. The album was nominated for Best Contemporary Jazz Album Grammy Award.The album originally conceived as an all vocal jazz album contains four tracks with vocals (five tracks for Japan release) featuring vocalists Kurt Elling Brenda Russell and Jonathan Butler."
3,"Anne Holmberg"," Anne Holmberg (born 1938 in Colorado United States) is an American writer of historical romance novels such as Anne Avery and contemporary romance novels as Kate Holmes. She also signed a novel as Anne Woodard."
4,"Leonard Schoonmaker"," Leonard Schoonmaker (27 March 1882 – 30 May 1950) was an American fencer. He competed in the individual foil and épée events at the 1920 Summer Olympics."
7,"Peter D. Walter House"," Peter D. Walter House is a historic home located at Lockport in Niagara County New York. It is a two story stone structure built in 1858 by Peter D. Walter seventh mayor of Lockport in the Italianate style. It is one of approximately 75 stone residences remaining in the city of Lockport.It was listed on the National Register of Historic Places in 2007."
10,"Blueside wrasse"," The blueside wrasse Cirrhilabrus cyanopleura is a species of wrasse native to the eastern Indian Ocean and the western Pacific Ocean. It is found on reefs in schools swimming 1 to 2 m (3.3 to 6.6 ft) above the bottom. It occurs at depths from 2 to 30 m (6.6 to 98.4 ft) most often between 5 and 20 m (16 and 66 ft). This species can reach a standard length of 15 cm (5.9 in). It can be found in the aquarium trade."
6,"USS LCI(L)-339"," USS LCI(L)-339 was an amphibious assault ship (Landing Craft Infantry - Large) commissioned in 1942 by the United States Coast Guard. She participated in the Australian Army's 9th Division's landing at Lae on 4 September 1943 where she was abandoned after being hit during an enemy air attack. The bomb exploded on the deck forward of the bridge killing Lieutenant Colonel R. E. Wall the commander of the 2/23rd Battalion and 6 others and wounding 28."
3,"Aistė Smilgevičiūtė"," Aistė Smilgevičiūtė (born October 29 1977 in Plungė) is a Lithuanian singer. She performs folk music jazz pop rock and other kinds of alternative music. Since 1996 Aistė has been a member of the music band Skylė. She also graduated in Classical Philology from Vilnius University. Aistė participated as a Lithuanian contestant in the Eurovision Song Contest 1999 held in Israel singing a modern folk song Strazdas (Song Thrush) in the Samogitian dialect."
14,"Boomsday (novel)"," Boomsday is a 2007 novel by Christopher Buckley which is a political satire about the rivalry between squandering Baby Boomers and younger generations of Americans who do not want to pay high taxes for their elders' retirement."
12,"Myself When I Am Real"," Myself When I Am Real is the fourth studio album by Christian Contemporary-Folk-Pop-Rock musician Bebo Norman. The album is the second with Essential Records and his fifth album overall including his first independent release. This album was released on September 10 2002 and the producers are Ed Cash and Bebo Norman."
2,"St John's School Billericay"," St John's School is an independent school in Billericay Essex for students aged 3–16. The school is split into the preparatory school and the senior school."
12,"Star Wars Episode II: Attack of the Clones (soundtrack)"," The soundtrack to Star Wars Episode II: Attack of the Clones was released by Sony Classical on April 23 2002. The music was composed and conducted by John Williams and performed by the London Symphony Orchestra and London Voices. Shawn Murphy recorded and mixed the score with Peter Myles and Kenneth Wannberg serving as music editors. Williams himself produced the recording sessions.Four different album covers were featured with Anakin and Padme Jango Fett Yoda and the theatrical poster."
13,"Union Depot (film)"," Union Depot (1932) is a Pre-Code film starring Douglas Fairbanks Jr. and Joan Blondell directed by Alfred E. Green for Warner Brothers and based upon an unpublished play by Joe Laurie Jr. Gene Fowler and Douglas Durkin.The film an ensemble piece for the studio’s contract players features performances by Guy Kibbee Alan Hale Sr. Frank McHugh David Landau and George Rosener."
10,"Coralliophila fearnleyi"," Coralliophila fearnleyi is a species of sea snail a marine gastropod mollusk in the family Muricidae the murex snails or rock snails."
5,"Kingsley Sit"," Kingsley Sit Ho-yin (born 1949 Hong Kong) was the member of the Legislative Council of Hong Kong. Sit first attempted in the 1985 Legislative Council election the first election of the colony's legislature in the New Territories West electoral college consisting of members of the Tuen Mun and Yuen Long District Board but was lost to Tai Chin-wah."
11,"Myoporum floribundum"," Myoporum floribundum commonly known as Weeping Myoporum or Slender Myoporum is a shrub species that is endemic to Australia.It has drooping leaves which are 2 to 11 cm long and 1 to 2.5 mm in width. White flowers appear in the leaf axils in clusters of 6 to 8 from winter to summer.The oblong fruits are 2 to 3 mm long. The species occurs in New South Wales and Victoria."
2,"Thomas Nelson High School"," Thomas Nelson High School is a public high school located in an unincorporated area of Nelson County Kentucky that has a Bardstown mailing address. Operated by the Nelson County School District and named after American Revolution figure Thomas Nelson Jr. it was opened in August 2012 to alleviate overcrowding at what had been the district's only regular high school Nelson County High School.The 2013–14 school year is the first in which Thomas Nelson houses all four high school grades."
7,"Sixth Church of Christ Scientist (Seattle Washington)"," The former Sixth Church of Christ Scientist is an historic Christian Science church edifice located at 2656 42nd Avenue Southwest in the Admiral District of West Seattle in Seattle Washington. Built in 1929 by contractor Neil McDonald it was designed by Seattle architect Gerald C. Field in the Art Deco style of architecture."
14,"Animal Coloration (book)"," Animal Coloration or in full Animal Coloration. An account of the principal facts and theories relating to the colours and markings of animals is a book by the English zoologist Frank Evers Beddard published by Swan Sonnenschein in 1892."
9,"Terziler Aydın"," Terziler is a village in the District of Aydın Aydın Province Turkey. As of 2010 it had a population of 683 people."
11,"Discyphus"," Discyphus is a monoytypic genus of flowering plants from the orchid family Orchidaceae."
9,"Kankai"," Kankai (કનકાઈ) is a Hindu's holy place situated in the middle of Gir Sanctuary in Junagadh district of saurashtra region in the state of Gujarat India."
3,"Moshe Kasher"," Moshe Kasher (born July 6 1979) is an American stand-up comedian writer and actor based in the Los Angeles area. He is the author of the 2012 memoir Kasher in the Rye: The True Tale of a White Boy from Oakland Who Became a Drug Addict Criminal Mental Patient and Then Turned 16.In 2009 iTunes named Kasher Best New Comic and his comedy album Everyone You Know Is Going to Die and Then You Are! was ranked one of the top 20 comedy albums on iTunes that same year."
2,"Nagasaki University"," Nagasaki University (長崎大学 Nagasaki daigaku) is a national university of Japan. Its nickname is Chōdai (長大). The main campus is located in Bunkyo-machi Nagasaki City Nagasaki Prefecture Japan."
13,"Ayaash"," Ayaash is a 1982 Indian Bollywood film produced and directed by Shakti Samanta. It stars Sanjeev Kumar and Rati Agnihotri in pivotal roles."
6,"German submarine U-517"," German submarine U-517 was a Type IXC U-boat of the Nazi Germany's navy (Kriegsmarine) during World War II.She was laid down at the Deutsche Werft in Hamburg as Werk 313 on 24 September 1940 launched on 30 December 1941 and commissioned on 21 March 1942 with Kapitänleutnant Paul Hartwig in command.U-517 began her service career with training as part of the 4th U-boat Flotilla from 21 March 1942."
2,"Trinity Valley Baptist Seminary and College"," Not to be confused with Trinity Valley Community College with campuses in Athens Kaufman Palestine and Terrell Texas.Trinity Valley Baptist Seminary and College is an unaccredited Independent Baptist seminary and college located in Kennedale Texas. Founded in 1960 TVBSC purports to uphold the doctrines standards and ideals of God’s word including fundamentalist and King James Only."
11,"Microsporaceae"," In taxonomy the Microsporaceae are a family of algae specifically of the Chlorophyceae."
4,"Greg Rutherford (footballer)"," Greg David Rutherford (born 17 May 1994) is an English footballer who plays as a midfielder or a striker for Hartlepool United in Football League Two."
8,"Tåkern"," Lake Tåkern is a lake in Östergötland County Sweden. It is considered one of northern Europe's foremost bird lakes. It is 12 km (7.5 mi) long and 8 km (5 mi) wide with an average depth only 0.8 metres (2.6 ft). The lake lies around 20 km (12.4 mi) west of Mjölby bordering in the west to Omberg. The whole lake with the surrounding beaches has been a nature reserve since 1975."
11,"+Crataegomespilus"," +Crataegomespilus is the generic name applied to graft-chimeras between the genera Crataegus and Mespilus. It should not be confused with ×Crataemespilus which is applied to sexual hybrids between those genera nor with Chamaemespilus which is a segregate genus or subgenus of Sorbus."
8,"North Muddy Mountains"," The North Muddy Mountains are a mountain range in Clark County Nevada."
2,"The Kew-Forest School"," The Kew-Forest School is an independent co-ed college preparatory school for students in grades Nursery-12. The school was established in 1918 strictly for residents of Forest Hills and Kew Gardens hence the name. Now however Kew-Forest has students from over 30 different towns and areas including Richmond Hill Forest Hills Kew Gardens Little Neck Bayside Douglaston Jamaica Estates Long Island Manhattan and more."
4,"Stan Hiskins"," Stan Hiskins (born 2 June 1890) was an Australian rules footballer who played with South Melbourne in the Victorian Football League (VFL).Hiskins was one of four brothers from Rutherglen who appeared in the VFL. He played beside Arthur Hiskins at South Melbourne while his others brothers Fred and Rupe played for Essendon and Carlton respectively.A carpenter by trade Hiskins kicked 19 goals in his debut season in 1913."
5,"Leonel Brizola"," Leonel de Moura Brizola (January 22 1922 – June 21 2004) was a Brazilian politician. Launched in politics by Getúlio Vargas Brizola was the only politician to serve as governor of two different states in Brazil. In 1959 he was elected governor of Rio Grande do Sul and in 1982 and 1990 he was elected governor of Rio de Janeiro. He was also vice-president of the Socialist International as well as Honorary President of that organization from October 2003 until his death in June 2004."
1,"Dulcería Castañeda"," Dulcería Castañeda is a traditional company and brand of candy in the Peruvian city of Trujillo. Since year 1925 traditionally this company made several kind of candies called alfajors and specially that giant candy called Alfajor king kong before known as Alfajor de Trujillo Dulcería Castañeda currently has several local in Trujillo also in Lima city. Its main products are the alfajores requested by tourists as classic sweet souvenirs of the city of the everlasting spring."
1,"Turkey Flat"," Turkey Flat is an Australian winery located in Tanunda in the middle of South Australia's Barossa Valley wine-growing region. It is described by wine expert Oz Clarke as one of the cult wines of Australia. With more than 40% of its production dedicated to rosés Turkey Flat has been considered a leader in the recent rosé revival trend of the early 21st century.The history of Turkey Flat wines began in 1847 when Johann Frederick August Fiedler planted Shiraz vines near Bethany Creek."
8,"Werner (crater)"," Werner is a prominent lunar impact crater that lies in the rugged south-central highlands of the Moon. It is almost joined with the crater Aliacensis to the southeast and the pair form a rugged valley in the intervening gap. Due west of Werner is the distorted Regiomontanus and to the north is the remains of Blanchinus. It is from the Eratosthenian period which lasted from 3.2 to 1.1 billion years ago."
2,"Semmelweis University"," Founded in 1769 Semmelweis University (Hungarian: Semmelweis Egyetem) is the oldest medical school in Hungary. The faculty became an independent medical school after the Second World War and developed into a university teaching medicine dentistry pharmacy health sciences and health management as well as physical education and sport sciences."
4,"Keita Kanemoto"," Keita Kanemoto (born 13 July 1977) is a former Japanese football player."
7,"Thomas Cook House (Milwaukee Wisconsin)"," The Thomas Cook House was added to the National Register of Historic Places in 1986."
14,"Doctor Dolittle's Return"," Published in 1933 Doctor Dolittle's Return was the first Doctor Dolittle book in five years. Doctor Dolittle in the Moon was supposed to be the last book but as with Conan Doyle and Sherlock Holmes the author relented. The tone is lighter and more comic and is surprisingly short the shortest book since the first one."
10,"Laevilitorina umbilicata"," Laevilitorina umbilicata is a species of sea snail a marine gastropod mollusk in the family Littorinidae the winkles or periwinkles."
5,"Daniel Anthony Manion"," Daniel Anthony Manion (born February 1 1942) is a Judge on the United States Court of Appeals for the Seventh Circuit with chambers in South Bend Indiana."
6,"USS Me-Too (SP-155)"," USS Me-Too (SP-155) was a motorboat that served in the United States Navy as a patrol vessel from 1917 to 1919.Me-Too was built as a civilian motorboat in 1913 by Julius Ollsen at Dames Point Florida. The U.S. Navy purchased her from her owner A. J. Shad of Jacksonville Florida on 8 May 1917 for use as a patrol boat during World War I. She was commissioned on 28 June 1917 at Jacksonville as USS Me-Too (SP-155) with Ensign G. S."
3,"Miranda Cosgrove"," Miranda Taylor Cosgrove (born May 14 1993) is an American actress and singer-songwriter. Cosgrove's career began at the age of three when she appeared in television commercials. Her film debut was in 2003 as Summer Hathaway in School of Rock. Cosgrove appeared in a number of minor television roles over several years before coming to prominence on the Nickelodeon TV series Drake & Josh."
9,"Indaragi"," Indaragi also spelled as Indargi (Kannada: ಇಂದರಗಿ ) is a village in the Koppal taluk of Koppal district in the Indian state of Karnataka.Indaragi is 15 km from Koppal."
10,"Heteropsis andravahana"," Heteropsis andravahana is a butterfly in the Nymphalidae family. It is found on Madagascar. The habitat consists of forests."
13,"The Heir to Næsbygaard"," The Heir to Næsbygaard (Danish: Næsbygårds arving) is a 1965 Danish family film directed by Alice O'Fredericks."
10,"Glipa ornata"," Glipa ornata is a species of beetle in the Glipa genus. It was described in 1895."
12,"The Kingdom & Its Fey"," After releasing their first two cassette productions The Soil Bleeds Black published their debut album The Kingdom & Its Fey. The album contains the band's first two cassettes originally released through Dark Age Productions along with several other tracks. A declaration of the band's past is evidenced in the heavy use of synthetic instrumentation while the atmosphere of bygone eras remains expressed."
10,"Amblops"," Amblops piceus is a species of beetle in the family Carabidae the only species in the genus Amblops."
11,"Perideridia bacigalupii"," Perideridia bacigalupii is an uncommon species of flowering plant in the carrot family known by the common names Mother Lode yampah and Bacigalupi's perideridia. It is endemic to California where it is known only from the northern and central Sierra Nevada foothills. It is a member of the flora in chaparral and pine woodlands. It is a perennial herb which may exceed 1.5 meters in maximum height its slender erect stem growing from tubers."
14,"Patti Smith Complete"," Patti Smith Complete is a lyrics collection by Patti Smith originally published in 1998."
13,"Aitaré da Praia"," Aitaré da Praia is a 1925 Brazilian film directed by Gentil Roiz in the city of Recife. Its genre is included in the categories of Drama and romance; and is considered a feature and silent film. Its also known as Raft of death."
5,"Gyula Budai"," Gyula Budai (born April 2 1963) is a Hungarian politician member of the National Assembly (MP) for Nagykálló (Szabolcs-Szatmár-Bereg County Constituency IV) since 2010. He has been a government commissioner in charge of investigations into privatisation deals since July 2010. He served as Deputy Mayor of Kiskunlacháza for a short time in 2010.He was a member of the Constitutional Judicial and Standing Orders Committee from June 8 2010 to March 12 2012."
6,"HMS Salorman (1808)"," HMS Salorman was the Danish cutter Søormen of twelve guns built in 1789 which the British captured in 1808. She was wrecked in 1809."
13,"Good Dick"," Good Dick is a 2008 film directed by Marianna Palka."
4,"Bernard Port"," Bernard Port is a footballer who played as a goalkeeper in the Football League for Chester City."
2,"Hailsham Community College"," Hailsham Community College is a coeducational secondary school and sixth form with academy status located in Hailsham East Sussex England. There are currently around 1160 pupils at HCC.Hailsham Community College has five buildings a main block science block craft block and youth block as well as an extensive sports hall."
5,"John George Bowes"," John George Bowes (ca. 1812 – May 20 1864) was a businessman and political figure in Canada East.He was born in Clones County Monaghan Ireland around 1812 and came to Upper Canada in 1833. He worked for his brother-in-law in York (later Toronto) then opened a dry goods business with another brother-in-law in 1838. He was president of the Toronto and Guelph Railway and also served on the board of directors of several other companies."
9,"Cheshmeh-ye Sargdar"," Cheshmeh-ye Sargdar (Persian: چشمه سرگدار‎ also Romanized as Cheshmeh-ye Sargdār) is a village in Hotkan Rural District in the Central District of Zarand County Kerman Province Iran. At the 2006 census its existence was noted but its population was not reported."
5,"Hsiao-hung Nancy Chen"," Hsiao-hung Nancy Chen (Chinese: 陳小紅; pinyin: Chén Xiǎohóng) is a politician in the Republic of China. She was the Deputy Minister of the Council for Economic Planning and Development of the Executive Yuan until 21 January 2014."
7,"U.S. Post Office (Kingman Arizona)"," The U. S. Post Office is an historic building located at 310 North Fourth Street in Kingman Arizona. The post office was built in 1935. The design of the post office is Period Revival with Italian Influence. Louis A. Simon was the Supervisor Architect and Neal A. Melick was the Supervisor Engineer. The first real post office for Kingman the earlier post offices were part of a store fronts in the early days."
11,"Wettinia fascicularis"," Wettinia fascicularis is a species of flowering plant in the Arecaceae family.It is found in Colombia and Ecuador."
2,"Logan High School (La Crosse Wisconsin)"," Logan High School is a public high school in La Crosse Wisconsin operated by the School District of La Crosse.In 2014 US News & World Report ranked Logan #29 in Wisconsin's top performing high schools."
1,"Worldwide Biggies"," Worldwide Biggies is a digital entertainment studio that creates original multimedia outlet (online TV film mobile and consumer products) entertainment products for a diverse age range of consumers including computer generated (CG) features hi-definition (HD) movies and television series direct to DVD series and broadband and mobile content aimed at the family entertainment audience."
9,"Jamush Olan-e Olya"," Jamush Olan-e Olya (Persian: جاموش اولن عليا‎ also Romanized as Jāmūsh Olan-e ‘Olyā; also known as Gāvmīsh Owlan-e ‘Olyā) is a village in Naqdi Rural District Meshgin-e Sharqi District Meshgin Shahr County Ardabil Province Iran. At the 2006 census its population was 28 in 4 families."
12,"Raw (Juvenile album)"," Raw is a 2005 compilation album by rapper Juvenile. It features mostly songs the rapper made before his 1997 signing with Cash Money Records. The album was released digitally on the May 23 2005. Popular singles include Bounce For The Juvenile Yeah F***in' Right and Got It Going On."
14,"The Room on the Roof"," The Room on the Roof is a novel written by Ruskin Bond. It was Bond's first literary venture. The novel revolves around Rusty an orphaned sixteen-year old Anglo-Indian boy living in Dehradun. Due to his guardian Mr. Harrison's strict ways he runs away from his home to live with his Indian friends. Bond wrote the novel when he was seventeen and won the John Llewellyn Rhys Memorial Prize in 1957."
9,"Biedrzyce-Koziegłowy"," Biedrzyce-Koziegłowy [bjɛˈdʐɨt͡sɛ kɔʑɛˈɡwɔvɨ] is a village in the administrative district of Gmina Sypniewo within Maków County Masovian Voivodeship in east-central Poland."
14,"The Voice in the Night"," The Voice in the Night is a short story by William Hope Hodgson first published in the November 1907 edition of Blue Book Magazine.The story has been adapted a number of times most prominently in the 1963 Japanese film Matango.Weird fungi in the shape of animals or humans are a recurring theme in Hodgson's stories and novels; for example in the novel The Boats of the Glen Carrig the survivors of a shipwreck come across tree-like plants that mimic (or perhaps have absorbed) birds and people."
4,"Péter Lóránt"," Péter Károly Lóránt (born October 23 1985 in Budapest Hungary) is a Hungarian professional basketball player for Szolnoki Olaj of the Hungarian League."
12,"On Oni Pond"," On Oni Pond is the fifth studio album by American band Man Man. It was released in September 2013 under Anti Records."
1,"Avery Brewing Company"," Avery Brewing Company is a small to medium sized brewery that has produced craft beers since 1993. The brewery is located in Boulder Colorado. The brewery produces year round beers as well as seasonal ones some of which have received praise from brewing competitions and festivals such as The Kaiser Imperial Oktoberfest at the 2009 Great American Beer Festival."
2,"Chenab College Shorkot"," Chenab College Shorkot is an intermediate college working under the group of Chenab College."
4,"Danny Vera"," Danny Alejandro Vera Carpio (born August 8 1980 in Guayaquil) is an Ecuadorian footballer. He is currently unattached."
9,"Dromahane"," Dromahane (Irish: Drom Atháin) is a village located 5 km (3.1 mi) south west of the town of Mallow County Cork Ireland on the R619 regional road.Centred on a main crossroads the village overlooks the Blackwater Valley. The village is part of the parish of Kilshannig.Thomas Russell is referred to as “The man from God knows where” and as it happens he was born in the village on 21 November 1767."
11,"Lomatium bradshawii"," Lomatium bradshawii also known as Bradshaw's desert parsley is an endangered perennial herb native to Oregon and Washington United States. Lomatium bradshawii was thought to be extinct until 1979 when it was rediscovered by a University of Oregon graduate. This herb was common in the Willamette Valley before agricultural development and fire prevention which has allowed shrubs and weeds to invade. Most known populations of Lomatium bradshawii are within ten miles of Eugene Oregon."
10,"Quentalia vittata"," Quentalia vittata is a moth in the Bombycidae family. It was described by Walker in 1855. It is found in Brazil."
2,"Gordon Tech High School"," Gordon Tech College Prep formerly known as Gordon Technical High School is a Roman Catholic high school located in Chicago Illinois United States. It is located on the north side of Chicago on Addison Street and California Avenue. It is located in the Roman Catholic Archdiocese of Chicago. The school is named in honor of the Very Reverend Francis Gordon an influential and high-ranking member of the Congregation of the Resurrection."
7,"Concatedral de San Nicolás el Magno"," The Catedral San Nicolás el Magno is a Roman Catholic co-cathedral located in the municipality of Rionegro Antioquia Colombia. The church under the Diocese of Sonsón-Rionegro is dedicated to Saint Nicholas and was elevated to the title of cathedral on 20 April 1968 by Pope Paul I."
14,"Brimstone (Preston and Child novel)"," Brimstone is a novel written by Douglas Preston and Lincoln Child published on August 3 2004 by Warner Books. This is the fifth book in the Special Agent Pendergast series and the first novel in the Diogenes trilogy that also includes Dance of Death (2005) and The Book of the Dead (2006)."
10,"Serrated tortoise"," The serrated tortoise Psammobates oculifer German: Kalahari-Strahlenschildkröte is a species of tortoise that occurs in the Kalahari desert regions of southern Africa. Also known as the Kalahari tent tortoise it is one of three members of the genus Psammobates."
8,"Cosia"," The Cosia is a 16 km Italian torrent whose springs are on the slopes of Monte Bolletone (1317 metres) in Brianza. After a course of some 16 km which takes it through the communes of Albese con Cassano Tavernerio and Como it enters Lake Como near the war memorial executed by Giuseppe Terragni to a design by Antonio Sant'Elia."
9,"Dokshin"," Dokshin is a village in the Sabirabad Rayon of Azerbaijan.It is suspected that this village has undergone a name change or no longer exists as no Azerbaijani website mentions it under this name."
13,"One of Our Aircraft Is Missing"," One of Our Aircraft is Missing is a 1942 British war film the fourth collaboration between the British writer-director-producer team of Michael Powell and Emeric Pressburger and the first film they made under the banner of The Archers."
10,"Simnia sculptura"," Simnia sculptura is a species of sea snail a marine gastropod mollusk in the family Ovulidae the ovulids cowry allies or false cowries."
1,"Eagle Air (Iceland)"," Eagle Air (Icelandic name: Flugfélagið Ernir) is an Icelandic airline. It is based at Reykjavík Airport. It offers domestic flights charter services and adventure tours in Iceland."
2,"Greenridge Secondary School"," Greenridge Secondary School (Abbreviation: GSS) is a government secondary school located at Bukit Panjang Singapore."
3,"Paul Coker"," Paul Coker (born Paul Coker Jr. 1929 in Lawrence Kansas) is an American illustrator. He has worked in many media including Mad character design for Rankin-Bass TV specials such as Frosty the Snowman and advertising.Coker's first appearance in Mad was in 1961; he has since gone on to illustrate over 375 articles for the magazine."
14,"Modern Language Notes"," For other uses see MLN (disambiguation).Modern Language Notes is an academic journal established in 1886 at the Johns Hopkins University where it is still edited and published with the intention of introducing continental European literary criticism into American scholarship. Each year one issue is devoted to each of the four languages of concern. The fifth issue focuses on comparative literature."
8,"Grays River (New Zealand)"," The Grays River is a tributary of the Tekapo River in the Mackenzie Basin of New Zealand. It flows southwest for 25 kilometres joining the larger river southeast of Lake Pukaki.It should not be confused with the Gray River a small tributary of the Awatere River in Marlborough nor with the much larger Grey River on the South Island's West Coast."
8,"Ceahlău Massif"," The Ceahlău Massif (pronounced [t͡ʃe̞ahˈləw] ) is one of the most notorious mountains of Romania. It is part of the Bistriţa Mountains range of the Eastern Carpathians division in Neamţ County in the Moldavia region. The two most important peaks are Toaca (1904 m altitude) and Ocolaşul Mare (1907 m altitude). It is bounded to the east by the Bistriţa River and Lake Bicaz to the south by the Bicaz River."
2,"Columbia College (California)"," Columbia College is a community college located in the Yosemite Community College District in Sonora California along with Modesto Junior College. Established in September 1968 as Columbia Junior College the college dropped Junior in 1978. The architectural style of the college is that of California during the Gold Rush era. The college also has a fire department on campus that is staffed by an on duty crew of at least two personnel daily."
